AirSystems
,,,,,Cooling,,,,Heating,,,Fan/Ventilation,,,Controls
Name,Type,Status,System Count,Floor Area Served,Net Capacity,Design Supply T,Capacity/Area,Supply Flow/Ton,Net Capacity,Design Supply T,Capacity/Area,Supply Flow,Supply Flow/Area,Design OA,OA/Area,Control Zone Name,Temp Control,FixedT,Supply HiT,At Outdoor,Supply LowT,At OutdoorT,ReheatCtrlMthd,Availability Schedule,Night Cycle Control
"BaseSys7 CoilClg-5","DirectExpansion","New","Electric","BaseAirSys7-5",1,"n/a",-99996,-99996,"NONE","NONE",-99996,"Air",1,-99996,-99996,-99996,-99996,-99996,-99996,0.333333,1



Heating Coils
,,,,Relationships,,,Capacity,,HotWater,,,HeatPump,,,,,,,,,Furnace
Name,Type,Status,Fuel Src,System,System Qty,Zone,Total-Net,Total-Gross,FluidSeg In,FluidSeg Out,Design Flow Rate,Condenser Type,Number Stages,HSPF,CodeMin HSPF,COP,CodeMin COP,EIR,Comp Lockout Temp,Supp Htr Temp,AFUE,CodeMin AFUE,Thrml Eff,CodeMin Thrml Eff,SizingRatio
,,,,,(#),,(Btu/hr),(Btu/hr),,,(gpm),,,,,,,,(?F),( ?F)
"BaseSys7 CoilHtg","Furnace","New","Gas","BaseAirSys7",1,"n/a",-99996,-99996,"NONE","NONE",-99996,"UNDEFINED",1,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,0.8,-99996,1
"BaseSys7 CoilHtg-2","Furnace","New","Gas","BaseAirSys7-2",1,"n/a",-99996,-99996,"NONE","NONE",-99996,"UNDEFINED",1,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,0.8,-99996,1
"BaseSys7 CoilHtg-3","Furnace","New","Gas","BaseAirSys7-3",1,"n/a",-99996,-99996,"NONE","NONE",-99996,"UNDEFINED",1,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,0.8,-99996,1
"BaseSys7 CoilHtg-4","Furnace","New","Gas","BaseAirSys7-4",1,"n/a",-99996,-99996,"NONE","NONE",-99996,"UNDEFINED",1,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,0.8,-99996,1
"BaseSys7 CoilHtg-5","Furnace","New","Gas","BaseAirSys7-5",1,"n/a",-99996,-99996,"NONE","NONE",-99996,"UNDEFINED",1,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,-99996,0.8,-99996,1



Fans
,,,,,Relationships,,,Capacity,,,Power,,,,Motor
Name,Control Method,Status,Class,Cent Type,System,System Qty,Zone,Maximum,Minimum,Efficiency,Modeling Method,Brake HP,Total Static,Power Index,Nameplate HP,Position,Efficiency
,,,,,,(#),,(cfm),(cfm),,,(hp),(inH2O),(W/cfm),( hp)
"BaseSys7 Fan","VariableSpeedDrive","New","Centrifugal","AirFoil","BaseAirSys7",1,"n/a",0,-99996,1,"StaticPressure",0,1e-05,-99996,-99996,"InAirStream",1
"BaseSys7 Fan-2","VariableSpeedDrive","New","Centrifugal","AirFoil","BaseAirSys7-2",1,"n/a",0,-99996,1,"StaticPressure",0,1e-05,-99996,-99996,"InAirStream",1
"BaseSys7 Fan-3","VariableSpeedDrive","New","Centrifugal","AirFoil","BaseAirSys7-3",1,"n/a",0,-99996,1,"StaticPressure",0,1e-05,-99996,-99996,"InAirStream",1
"BaseSys7 Fan-4","VariableSpeedDrive","New","Centrifugal","AirFoil","BaseAirSys7-4",1,"n/a",0,-99996,1,"StaticPressure",0,1e-05,-99996,-99996,"InAirStream",1
"BaseSys7 Fan-5","VariableSpeedDrive","New","Centrifugal","AirFoil","BaseAirSys7-5",1,"n/a",0,-99996,1,"StaticPressure",0,1e-05,-99996,-99996,"InAirStream",1



Outside Air Control
,,,,Relationships,,Control
Name,Control,Status,Design OA,Name,System Count,Econo Integration,Max OA Ratio,High DB Lockout,Low DB Lockout,High Enthalpy Lockout,OA Schedule Method,Delay,Schedule Name
,,,(cfm),,(#),,,(F),(F),(Btu/lb),,( hrs)
"BaseSys7 OACtrl","NoEconomizer","New",-99996,"BaseAirSys7",1,"UNDEFINED",-99996,-99996,-99996,-99996,"FollowHVACAvailability",0,"NONE"
"BaseSys7 OACtrl-2","NoEconomizer","New",-99996,"BaseAirSys7-2",1,"UNDEFINED",-99996,-99996,-99996,-99996,"FollowHVACAvailability",0,"NONE"
"BaseSys7 OACtrl-3","NoEconomizer","New",-99996,"BaseAirSys7-3",1,"UNDEFINED",-99996,-99996,-99996,-99996,"FollowHVACAvailability",0,"NONE"
"BaseSys7 OACtrl-4","NoEconomizer","New",-99996,"BaseAirSys7-4",1,"UNDEFINED",-99996,-99996,-99996,-99996,"FollowHVACAvailability",0,"NONE"
"BaseSys7 OACtrl-5","NoEconomizer","New",-99996,"BaseAirSys7-5",1,"UNDEFINED",-99996,-99996,-99996,-99996,"FollowHVACAvailability",0,"NONE"
