,,,,,,,,Analysis:,,,,Proposed Model:,,,Proposed Model,,,,,,,,,,,,,,,Proposed Model,,,,,,,,,,,,,Proposed Model,,,,,,,,,,,,,Proposed Model,,,,,,,,,,,,,,,Proposed Model,,,Proposed Model,,,,,,Standard Model:,,,Standard Model,,,,,,,,,,,,,,,Standard Model,,,,,,,,,,,,,Standard Model,,,,,,,,,,,,,Standard Model,,,,,,,,,,,,,,,Standard Model,,,Standard Model,,,,,,Proposed Model,,,,,,,,,,,,,,,Standard Model,,,,,,,,,,,,,,,Calling,Compliance,,,,Secondary,,,Proposed Model,,,,,,,,,,,,,,,Proposed Model,,,,,,,,,,,,,Standard Model,,,,,,,,,,,,,,,Standard Model,,,,,,,,,,,,,Proposed Model,,,,,,,,,,,,,,,Standard Model,,,,,,,,,,,,,,
,,,,,,Conditioned Floor,Total Floor,,,Pass /,Compliance,Elapsed,,,Electric Energy Consumption (kWh),,,,,,,,,,,,,,,Natural Gas Energy Consumption (therms),,,,,,,,,,,,,Propane Energy Consumption (MBtu),,,,,,,,,,,,,Time Dependent Valuation (kTDV/ft2),,,,,,,,,,,,,,,TDV by Fuel (kTDV/ft2),,,Cooling Unmet Load Hours,,,Heating Unmet Load Hours,,,Elapsed,,,Electric Energy Consumption (kWh),,,,,,,,,,,,,,,Natural Gas Energy Consumption (therms),,,,,,,,,,,,,Propane Energy Consumption (MBtu),,,,,,,,,,,,,Time Dependent Valuation (kTDV/ft2),,,,,,,,,,,,,,,TDV by Fuel (kTDV/ft2),,,Cooling Unmet Load Hours,,,Heating Unmet Load Hours,,,Generation Coincident Peak Demand (kW),,,,,,,,,,,,,,,Generation Coincident Peak Demand (kW),,,,,,,,,,,,,,,Application,Manager,Ruleset,OpenStudio,EnergyPlus,Simulation,,,Site Electric CO2 Emissions (tonne),,,,,,,,,,,,,,,Site Fuel CO2 Emissions (tonne),,,,,,,,,,,,,Site Electric CO2 Emissions (tonne),,,,,,,,,,,,,,,Site Fuel CO2 Emissions (tonne),,,,,,,,,,,,,Source Energy Use (kBtu/ft2),,,,,,,,,,,,,,,Source Energy Use (kBtu/ft2),,,,,,,,,,,,,,
Directory,Start Date & Time,Filename (saved to),Run Title,Weather Station,Results Set,Area (SqFt),Area (SqFt),Analysis Type,Elapsed Time,Fail,Margin,Time,Rule Eval Status,Simulation Status,Spc Heating,Spc Cooling,Indoor Fans,Ht Reject,Pumps & Misc,Domestic Hot Water,Indoor Lighting,Comp Total,Receptacle,Process,Other Ltg,Proc Mtrs,PV,Battery,TOTAL,Spc Heating,Spc Cooling,Indoor Fans,Ht Reject,Pumps & Misc,Domestic Hot Water,Indoor Lighting,Comp Total,Receptacle,Process,Other Ltg,Proc Mtrs,TOTAL,Spc Heating,Spc Cooling,Indoor Fans,Ht Reject,Pumps & Misc,Domestic Hot Water,Indoor Lighting,Comp Total,Receptacle,Process,Other Ltg,Proc Mtrs,TOTAL,Spc Heating,Spc Cooling,Indoor Fans,Ht Reject,Pumps & Misc,Domestic Hot Water,Indoor Lighting,Comp Total,Receptacle,Process,Other Ltg,Proc Mtrs,PV,Battery,TOTAL,Electric,Natural Gas,Propane,Zone Max,Zone Name,Num Zones Exceed Max,Zone Max,Zone Name,Num Zones Exceed Max,Time,Rule Eval Status,Simulation Status,Spc Heating,Spc Cooling,Indoor Fans,Ht Reject,Pumps & Misc,Domestic Hot Water,Lighting,Comp Total,Receptacle,Process,Other Ltg,Proc Mtrs,PV,Battery,TOTAL,Spc Heating,Spc Cooling,Indoor Fans,Ht Reject,Pumps & Misc,Domestic Hot Water,Indoor Lighting,Comp Total,Receptacle,Process,Other Ltg,Proc Mtrs,TOTAL,Spc Heating,Spc Cooling,Indoor Fans,Ht Reject,Pumps & Misc,Domestic Hot Water,Indoor Lighting,Comp Total,Receptacle,Process,Other Ltg,Proc Mtrs,TOTAL,Spc Heating,Spc Cooling,Indoor Fans,Ht Reject,Pumps & Misc,Domestic Hot Water,Indoor Lighting,Comp Total,Receptacle,Process,Other Ltg,Proc Mtrs,PV,Battery,TOTAL,Electric,Natural Gas,Propane,Zone Max,Zone Name,Num Zones Exceed Max,Zone Max,Zone Name,Num Zones Exceed Max,Spc Heating,Spc Cooling,Indoor Fans,Ht Reject,Pumps & Misc,Domestic Hot Water,Indoor Lighting,Comp Total,Receptacle,Process,Other Ltg,Proc Mtrs,PV,Battery,TOTAL,Spc Heating,Spc Cooling,Indoor Fans,Ht Reject,Pumps & Misc,Domestic Hot Water,Indoor Lighting,Comp Total,Receptacle,Process,Other Ltg,Proc Mtrs,PV,Battery,TOTAL,Version,Version,Version,Version,Version,Version,Weather File Path,Project Path,Spc Heating,Spc Cooling,Indoor Fans,Ht Reject,Pumps & Misc,Domestic Hot Water,Indoor Lighting,Comp Total,Receptacle,Process,Other Ltg,Proc Mtrs,PV,Battery,TOTAL,Spc Heating,Spc Cooling,Indoor Fans,Ht Reject,Pumps & Misc,Domestic Hot Water,Indoor Lighting,Comp Total,Receptacle,Process,Other Ltg,Proc Mtrs,TOTAL,Spc Heating,Spc Cooling,Indoor Fans,Ht Reject,Pumps & Misc,Domestic Hot Water,Indoor Lighting,Comp Total,Receptacle,Process,Other Ltg,Proc Mtrs,PV,Battery,TOTAL,Spc Heating,Spc Cooling,Indoor Fans,Ht Reject,Pumps & Misc,Domestic Hot Water,Indoor Lighting,Comp Total,Receptacle,Process,Other Ltg,Proc Mtrs,TOTAL,Spc Heating,Spc Cooling,Indoor Fans,Ht Reject,Pumps & Misc,Domestic Hot Water,Indoor Lighting,Comp Total,Receptacle,Process,Other Ltg,Proc Mtrs,PV,Battery,TOTAL,Spc Heating,Spc Cooling,Indoor Fans,Ht Reject,Pumps & Misc,Domestic Hot Water,Indoor Lighting,Comp Total,Receptacle,Process,Other Ltg,Proc Mtrs,PV,Battery,TOTAL
hr-qii-15/cz01,3/18/2020 14:27,instance,High-Rise Mixed-Use (10-story),CTZ01S22A,Pol  0% RetAdd NoLeak,125400,150480,Title24Compliance,7:28,PASS,0.67,--,--,Successful (207 warnings),12.5938,14246.8,57156.2,10.402,1057.58,1088.9,52178.9,125751,231906,0,181711,6890.07,0,0,546258,7876.65,0,0,0,0,10506.7,0,18383.4,754.553,0,0,0,19137.9,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0071,2.86568,12.6729,0.00236818,0.203631,20.2958,10.8314,62.879,56.0879,0,44.787,1.53117,0,0,165.285,127.791,37.494,0,0,,0,31.5,Thermal Zone: F10 2-Bed NE,0,--,--,Successful (199 warnings),45.4459,3058.7,56597.2,175.815,10057.8,8403.75,52178.9,130518,231906,0,181711,6890.07,0,0,551025,8013.04,0,0,0,0,10134.5,0,18147.5,754.553,0,0,0,18902.1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3281,0.636078,12.5572,0.041373,1.99155,21.1555,10.8314,63.5412,56.0879,0,44.787,1.53117,0,0,165.947,128.849,37.098,0,0,,0,0,,0,0.000540935,6.21279,7.46635,0.00176679,0.407589,0.124303,8.95312,23.1665,40.0913,0,31.5421,0.786538,0,0,95.5864,0.000688775,1.69105,7.6507,0.0627339,3.16891,1.36153,8.95312,22.8887,40.0913,0,31.5421,0.786538,0,0,95.3086,CBECC-Com 2022.0.1 RV (1113),BEMCmpMgr 2022.0.1 RV (6107),"CA 2022 Nonresidential, Vers. 1.0 Alpha",1.11.3.f52686d8e1,9.0.1-bb7ca4f0da,CSE19 0.868.0 EXE,C:\Users\mnakajima\Documents\CBECC-Com 2022 Data\EPW\,C:\Users\mnakajima\Documents\GitHub\T24-2022-CASE-Modeling\framework\analysis\hpte\runs\hr-qii-15\cz01\,0.0019263,1.54328,9.04783,0.00130232,0.0992317,0.178109,5.75677,16.63,35.8106,0,31.324,1.127,0,0,84.89,3.77675,0,0,0,0,5.03784,0,8.82,0.361798,0,0,0,9.18,0.00811479,0.327076,8.74689,0.0217231,1.1555,1.08681,5.75677,17.12,35.8106,0,31.324,1.127,0,0,85.38,3.84214,0,0,0,0,4.85935,0,8.7,0.361798,0,0,0,9.06,5.85017,0.231831,1.35917,0.000195636,0.0149066,7.82996,0.864784,16.151,5.93987,0,4.70549,0.169298,0,0,26.9657,5.95239,0.0491335,1.31396,0.00326325,0.17358,7.69,0.864784,16.0471,5.93987,0,4.70549,0.169298,0,0,26.8618
hr-qii-15/cz02,3/18/2020 14:37,instance,High-Rise Mixed-Use (10-story),CTZ02S22A,Pol  0% RetAdd NoLeak,125400,150480,Title24Compliance,17:00,FAIL,-2.44,--,--,Successful (201 warnings),8.26439,69683.2,64551.3,131.564,3819.78,1088.9,52170.2,191453,231906,0,181711,6890.07,0,0,611960,5391.56,0,0,0,0,9517.91,0,14909.5,754.553,0,0,0,15664,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2613,22.778,15.1249,0.0963782,0.893585,18.4713,11.2123,79.8376,53.9775,0,42.0326,1.51822,0,0,177.366,146.439,30.927,0,0,,0,21.5,Thermal Zone: F10 2-Bed NE,0,--,--,Successful (206 warnings),28.2167,30598.3,69514.9,4861.34,23245.7,8014.63,52170.2,188433,231906,0,181711,6890.07,0,0,608940,4986.52,0,0,0,0,9161.33,0,14147.8,754.553,0,0,0,14902.4,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5007,11.967,17.1003,1.91779,5.39311,19.2968,11.2123,77.3879,53.9775,0,42.0326,1.51822,0,0,174.916,145.434,29.4819,0,0,,0,0,,0,4.08E-05,25.1322,10.4151,0.0286263,1.21777,0.124303,8.93351,45.8516,40.0913,0,31.5421,0.786538,0,0,118.272,2.51E-05,11.5592,13.6031,1.56613,5.78405,1.27314,8.93351,42.7191,40.0913,0,31.5421,0.786538,0,0,115.139,CBECC-Com 2022.0.1 RV (1113),BEMCmpMgr 2022.0.1 RV (6107),"CA 2022 Nonresidential, Vers. 1.0 Alpha",1.11.3.f52686d8e1,9.0.1-bb7ca4f0da,CSE19 0.868.0 EXE,C:\Users\mnakajima\Documents\CBECC-Com 2022 Data\EPW\,C:\Users\mnakajima\Documents\GitHub\T24-2022-CASE-Modeling\framework\analysis\hpte\runs\hr-qii-15\cz02\,0.00144311,7.27512,9.74053,0.0114683,0.346867,0.178109,5.74787,23.31,35.8106,0,31.324,1.127,0,0,91.57,2.58518,0,0,0,0,4.56371,0,7.15,0.361798,0,0,0,7.51,0.00570242,3.19819,10.197,0.493993,2.6935,1.03989,5.74787,23.38,35.8106,0,31.324,1.127,0,0,91.64,2.39097,0,0,0,0,4.39274,0,6.78,0.361798,0,0,0,7.14,4.00445,1.09287,1.46322,0.00172276,0.0521064,7.09557,0.863448,14.5734,5.93987,0,4.70549,0.169298,0,0,25.3881,3.70427,0.480432,1.53179,0.0742077,0.404618,6.96021,0.863448,14.019,5.93987,0,4.70549,0.169298,0,0,24.8336
hr-qii-15/cz03,3/18/2020 14:35,instance,High-Rise Mixed-Use (10-story),CTZ03S22A,Pol  0% RetAdd NoLeak,125400,150480,Title24Compliance,7:16,FAIL,-1.43,--,--,Successful (204 warnings),6.21789,50388.7,61606.7,66.2733,3812.81,1088.9,52113,169083,231906,0,181711,6890.07,0,0,589590,3082.9,0,0,0,0,9492.07,0,12575,754.553,0,0,0,13329.5,0,0,0,0,0,0,0,0,0,0,0,0,0,6.46843,15.1295,14.1843,0.028883,0.890816,18.3852,11.0421,66.1292,55.0082,0,43.3554,1.5264,0,0,166.019,139.972,26.0472,0,0,,0,17,Thermal Zone: F10 2-Bed NE,0,--,--,Successful (199 warnings),18.7777,17890,61318.2,2313.72,22027.7,7966.97,52113,163648,231906,0,181711,6890.07,0,0,584155,3351.45,0,0,0,0,9137.4,0,12488.8,754.553,0,0,0,13243.4,0,0,0,0,0,0,0,0,0,0,0,0,0,7.02158,6.58984,14.7924,1.0156,5.04923,19.1934,11.0421,64.7042,55.0082,0,43.3554,1.5264,0,0,164.594,138.673,25.9216,0,0,,0,0,,0,7.58E-05,14.7876,8.88947,0.0126931,1.14702,0.124303,8.9425,33.9037,40.0913,0,31.5421,0.786538,0,0,106.324,7.49E-05,5.55195,10.2442,0.578783,4.88578,1.28422,8.9425,31.4875,40.0913,0,31.5421,0.786538,0,0,103.907,CBECC-Com 2022.0.1 RV (1113),BEMCmpMgr 2022.0.1 RV (6107),"CA 2022 Nonresidential, Vers. 1.0 Alpha",1.11.3.f52686d8e1,9.0.1-bb7ca4f0da,CSE19 0.868.0 EXE,C:\Users\mnakajima\Documents\CBECC-Com 2022 Data\EPW\,C:\Users\mnakajima\Documents\GitHub\T24-2022-CASE-Modeling\framework\analysis\hpte\runs\hr-qii-15\cz03\,0.00110118,5.06499,9.31706,0.00534081,0.354965,0.178109,5.74294,20.66,35.8106,0,31.324,1.127,0,0,88.92,1.47821,0,0,0,0,4.55132,0,6.03,0.361798,0,0,0,6.39,0.00390453,1.7909,9.08405,0.229415,2.58822,1.03407,5.74294,20.46,35.8106,0,31.324,1.127,0,0,88.72,1.60697,0,0,0,0,4.38126,0,5.99,0.361798,0,0,0,6.35,2.28979,0.760863,1.39961,0.000802291,0.053323,7.07638,0.862706,12.4435,5.93987,0,4.70549,0.169298,0,0,23.2581,2.48966,0.269029,1.36461,0.0344626,0.388804,6.94156,0.862706,12.3508,5.93987,0,4.70549,0.169298,0,0,23.1655
hr-qii-15/cz04,3/18/2020 14:53,instance,High-Rise Mixed-Use (10-story),CTZ04S22A,Pol  0% RetAdd NoLeak,125400,150480,Title24Compliance,18:00,FAIL,-2.65,--,--,Successful (201 warnings),5.205,89728.1,67026.6,176.666,4668.62,1088.9,52162.5,214857,231906,0,181711,6890.07,0,0,635363,2776.53,0,0,0,0,8904.12,0,11680.6,754.553,0,0,0,12435.2,0,0,0,0,0,0,0,0,0,0,0,0,0,5.86796,27.1091,15.7067,0.0859789,1.05595,17.3163,11.1919,78.3338,53.9902,0,42.0527,1.52887,0,0,175.906,151.528,24.3776,0,0,,0,12.25,Thermal Zone: F10 2-Bed NE,0,--,--,Successful (205 warnings),15.4042,41245.7,72006.7,6878.64,27174.6,7841.73,52162.5,207325,231906,0,181711,6890.07,0,0,627832,2735.71,0,0,0,0,8554.5,0,11290.2,754.553,0,0,0,12044.8,0,0,0,0,0,0,0,0,0,0,0,0,0,5.78266,14.324,17.635,2.41866,6.22275,18.1254,11.1919,75.7004,53.9902,0,42.0527,1.52887,0,0,173.272,149.649,23.6231,0,0,,0,0,,0,2.23E-05,29.8787,11.1087,0.0555687,1.27194,0.124303,8.94753,51.3867,40.0913,0,31.5421,0.786538,0,0,123.807,1.59E-05,14.9529,14.2016,2.67283,5.54591,1.24631,8.94753,47.567,40.0913,0,31.5421,0.786538,0,0,119.987,CBECC-Com 2022.0.1 RV (1113),BEMCmpMgr 2022.0.1 RV (6107),"CA 2022 Nonresidential, Vers. 1.0 Alpha",1.11.3.f52686d8e1,9.0.1-bb7ca4f0da,CSE19 0.868.0 EXE,C:\Users\mnakajima\Documents\CBECC-Com 2022 Data\EPW\,C:\Users\mnakajima\Documents\GitHub\T24-2022-CASE-Modeling\framework\analysis\hpte\runs\hr-qii-15\cz04\,0.000960547,9.71411,9.92649,0.0173376,0.462796,0.178109,5.74585,26.05,35.8106,0,31.324,1.127,0,0,94.31,1.33131,0,0,0,0,4.2694,0,5.6,0.361798,0,0,0,5.96,0.00325532,4.47474,10.268,0.792627,3.43303,1.01882,5.74585,25.73,35.8106,0,31.324,1.127,0,0,93.99,1.31173,0,0,0,0,4.10177,0,5.41,0.361798,0,0,0,5.77,2.06223,1.45926,1.49116,0.00260446,0.0695214,6.63972,0.863144,12.5876,5.93987,0,4.70549,0.169298,0,0,23.4023,2.03226,0.672196,1.54246,0.119069,0.51571,6.50635,0.863144,12.2512,5.93987,0,4.70549,0.169298,0,0,23.0659
hr-qii-15/cz05,3/18/2020 14:47,instance,High-Rise Mixed-Use (10-story),CTZ05S22A,Pol  0% RetAdd NoLeak,125400,150480,Title24Compliance,9:40,FAIL,-2.16,--,--,Successful (201 warnings),6.02786,56226.6,62423.8,80.6617,4106.98,1088.9,52136.2,176069,231906,0,181711,6890.07,0,0,596576,3367.65,0,0,0,0,9498.59,0,12866.2,754.553,0,0,0,13620.8,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9664,12.8253,13.9232,0.0187777,0.872087,18.3916,10.8524,63.8498,55.728,0,44.3513,1.53497,0,0,165.464,138.914,26.5501,0,1,Thermal Zone: F10 Laundry,0,18.75,Thermal Zone: F10 2-Bed NE,0,--,--,Successful (205 warnings),17.9746,20811.3,63329,2302.42,23103.8,8044.38,52136.2,169745,231906,0,181711,6890.07,0,0,590252,3176.89,0,0,0,0,9140.81,0,12317.7,754.553,0,0,0,13072.3,0,0,0,0,0,0,0,0,0,0,0,0,0,6.57064,4.93165,14.4515,0.600183,5.07684,19.2091,10.8524,61.6923,55.728,0,44.3513,1.53497,0,0,163.307,137.837,25.47,0,0,,0,0,,0,8.24E-05,13.7538,8.79218,0.00921297,1.07213,0.124303,8.98072,32.7325,40.0913,0,31.5421,0.786538,0,0,105.152,8.15E-05,4.68599,10.4874,0.465837,5.06,1.30095,8.98072,30.981,40.0913,0,31.5421,0.786538,0,0,103.401,CBECC-Com 2022.0.1 RV (1113),BEMCmpMgr 2022.0.1 RV (6107),"CA 2022 Nonresidential, Vers. 1.0 Alpha",1.11.3.f52686d8e1,9.0.1-bb7ca4f0da,CSE19 0.868.0 EXE,C:\Users\mnakajima\Documents\CBECC-Com 2022 Data\EPW\,C:\Users\mnakajima\Documents\GitHub\T24-2022-CASE-Modeling\framework\analysis\hpte\runs\hr-qii-15\cz05\,0.00112413,5.1861,9.31883,0.00511966,0.339856,0.178109,5.73429,20.77,35.8106,0,31.324,1.127,0,0,89.03,1.61474,0,0,0,0,4.55444,0,6.16,0.361798,0,0,0,6.52,0.00388134,1.77393,9.22195,0.179193,2.70433,1.04346,5.73429,20.64,35.8106,0,31.324,1.127,0,0,88.9,1.52328,0,0,0,0,4.38289,0,5.9,0.361798,0,0,0,6.26,2.50128,0.779059,1.39988,0.000769068,0.0510534,7.08122,0.861408,12.6747,5.93987,0,4.70549,0.169298,0,0,23.4893,2.36002,0.26648,1.38532,0.0269183,0.406246,6.9455,0.861408,12.2519,5.93987,0,4.70549,0.169298,0,0,23.0666
hr-qii-15/cz06,3/18/2020 14:59,instance,High-Rise Mixed-Use (10-story),CTZ06S22A,Pol  0% RetAdd NoLeak,125400,150480,Title24Compliance,11:43,FAIL,-2.19,--,--,Successful (200 warnings),2.81443,104882,69352.4,251.803,5681.25,1088.9,52158.2,233417,231906,0,181711,6890.07,0,0,653924,1122.42,0,0,0,0,8538.45,0,9660.87,754.553,0,0,0,10415.4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38535,25.8717,15.6407,0.0789786,1.2439,16.6788,11.1988,73.0982,54.362,0,42.4299,1.52614,0,0,171.416,151.149,20.2668,0,6.25,Thermal Zone: F10 Laundry,0,6,Thermal Zone: F10 2-Bed NE,0,--,--,Successful (198 warnings),6.36263,47051.3,73852.7,11437.8,32178.3,7583.56,52158.2,224268,231906,0,181711,6890.07,0,0,644775,1161.58,0,0,0,0,8199.23,0,9360.81,754.553,0,0,0,10115.4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.46051,12.5875,16.9944,3.09118,7.14252,17.4393,11.1988,70.9141,54.362,0,42.4299,1.52614,0,0,169.232,149.541,19.6909,0,0,,0,0,,0,3.62E-05,27.1396,10.5692,0.0919028,1.33397,0.124303,9.01811,48.2771,40.0913,0,31.5421,0.786538,0,0,120.697,2.73E-05,13.1448,12.5153,4.57342,5.5705,1.20589,9.01811,46.0281,40.0913,0,31.5421,0.786538,0,0,118.448,CBECC-Com 2022.0.1 RV (1113),BEMCmpMgr 2022.0.1 RV (6107),"CA 2022 Nonresidential, Vers. 1.0 Alpha",1.11.3.f52686d8e1,9.0.1-bb7ca4f0da,CSE19 0.868.0 EXE,C:\Users\mnakajima\Documents\CBECC-Com 2022 Data\EPW\,C:\Users\mnakajima\Documents\GitHub\T24-2022-CASE-Modeling\framework\analysis\hpte\runs\hr-qii-15\cz06\,0.000554712,10.4581,10.03,0.0211913,0.578716,0.179198,5.73113,27,35.9296,0,31.4601,1.13389,0,0,95.52,0.538184,0,0,0,0,4.09407,0,4.63,0.361798,0,0,0,4.99,0.00140608,4.48825,10.1478,1.22032,4.27818,0.988129,5.73113,26.86,35.9296,0,31.4601,1.13389,0,0,95.38,0.556963,0,0,0,0,3.93142,0,4.49,0.361798,0,0,0,4.85,0.821964,1.57102,1.50671,0.00318339,0.0869348,6.27913,0.860932,11.1299,5.94987,0,4.72593,0.170333,0,0,21.976,0.85077,0.674231,1.52441,0.183317,0.642669,6.15225,0.860932,10.8886,5.94987,0,4.72593,0.170333,0,0,21.7347
hr-qii-15/cz08,3/18/2020 15:04,instance,High-Rise Mixed-Use (10-story),CTZ08S22A,Pol  0% RetAdd NoLeak,125400,150480,Title24Compliance,10:37,FAIL,-2.14,--,--,Successful (200 warnings),2.52953,124765,71949.9,190.282,5809.61,1088.9,52220.1,256026,231906,0,181711,6890.07,0,0,676533,1115.23,0,0,0,0,8225.8,0,9341.02,754.553,0,0,0,10095.6,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39513,32.779,16.594,0.0694847,1.27726,16.1009,11.4353,80.6511,53.638,0,41.3619,1.53244,0,0,177.183,157.486,19.6977,0,0.25,Thermal Zone: F10 Laundry,0,5.5,Thermal Zone: F10 2-Bed NE,0,--,--,Successful (198 warnings),6.22727,58822.5,79711.4,13679.1,36677.2,7430.4,52220.1,248547,231906,0,181711,6890.07,0,0,669054,1134.84,0,0,0,0,7892.73,0,9027.56,754.553,0,0,0,9782.12,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43274,16.801,18.9168,3.86189,8.21163,16.8614,11.4353,78.5207,53.638,0,41.3619,1.53244,0,0,175.053,155.957,19.0958,0,0,,0,0,,0,1.60E-05,33.2218,11.394,0.0675359,1.28489,0.124303,9.01757,55.1102,40.0913,0,31.5421,0.786538,0,0,127.53,1.04E-05,16.9002,14.318,5.18822,6.15224,1.18706,9.01757,52.7633,40.0913,0,31.5421,0.786538,0,0,125.183,CBECC-Com 2022.0.1 RV (1113),BEMCmpMgr 2022.0.1 RV (6107),"CA 2022 Nonresidential, Vers. 1.0 Alpha",1.11.3.f52686d8e1,9.0.1-bb7ca4f0da,CSE19 0.868.0 EXE,C:\Users\mnakajima\Documents\CBECC-Com 2022 Data\EPW\,C:\Users\mnakajima\Documents\GitHub\T24-2022-CASE-Modeling\framework\analysis\hpte\runs\hr-qii-15\cz08\,0.000512379,13.0147,10.3788,0.0171088,0.609217,0.179198,5.73797,29.94,35.9296,0,31.4601,1.13389,0,0,98.46,0.534737,0,0,0,0,3.94416,0,4.47,0.361798,0,0,0,4.83,0.00141345,5.92859,10.9152,1.5355,4.9653,0.969756,5.73797,30.07,35.9296,0,31.4601,1.13389,0,0,98.59,0.54414,0,0,0,0,3.78446,0,4.32,0.361798,0,0,0,4.68,0.816694,1.95508,1.55911,0.00257011,0.0915167,6.05019,0.86196,11.3371,5.94987,0,4.72593,0.170333,0,0,22.1833,0.831189,0.8906,1.63968,0.230664,0.745889,5.92506,0.86196,11.125,5.94987,0,4.72593,0.170333,0,0,21.9712
hr-qii-15/cz09,3/18/2020 15:18,instance,High-Rise Mixed-Use (10-story),CTZ09S22A,Pol  0% RetAdd NoLeak,125400,150480,Title24Compliance,18:40,FAIL,-3.96,--,--,Successful (203 warnings),3.15396,125173,72081.1,147.448,5403.96,1088.9,52238,256136,231906,0,181711,6890.07,0,0,676643,1522.75,0,0,0,0,8315.53,0,9838.28,754.553,0,0,0,10592.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3.26744,34.0787,16.6699,0.0591592,1.20088,16.284,11.4958,83.0559,53.6042,0,41.2425,1.52817,0,0,179.431,158.677,20.7537,0,1.25,Thermal Zone: F10 Laundry,0,7,Thermal Zone: F10 2-Bed NE,0,--,--,Successful (204 warnings),8.74899,56496.4,80370.8,10866.6,34681.1,7464.69,52238,242126,231906,0,181711,6890.07,0,0,662633,1576.7,0,0,0,0,7981.08,0,9557.79,754.553,0,0,0,10312.3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38017,16.7639,19.3363,3.25656,7.81419,17.048,11.4958,79.0949,53.6042,0,41.2425,1.52817,0,0,175.47,155.246,20.2236,0,0,,0,0,,0,9.75E-06,37.0584,11.6987,0.0595362,1.27361,0.124303,9.01837,59.2329,40.0913,0,31.5421,0.786538,0,0,131.653,6.96E-06,18.6985,15.2987,4.62016,6.13051,1.18902,9.01837,54.9553,40.0913,0,31.5421,0.786538,0,0,127.375,CBECC-Com 2022.0.1 RV (1113),BEMCmpMgr 2022.0.1 RV (6107),"CA 2022 Nonresidential, Vers. 1.0 Alpha",1.11.3.f52686d8e1,9.0.1-bb7ca4f0da,CSE19 0.868.0 EXE,C:\Users\mnakajima\Documents\CBECC-Com 2022 Data\EPW\,C:\Users\mnakajima\Documents\GitHub\T24-2022-CASE-Modeling\framework\analysis\hpte\runs\hr-qii-15\cz09\,0.000625471,13.4276,10.4526,0.0133299,0.563384,0.179198,5.73899,30.37,35.9296,0,31.4601,1.13389,0,0,98.89,0.730136,0,0,0,0,3.98718,0,4.72,0.361798,0,0,0,5.08,0.00194235,6.01488,11.1906,1.23401,4.67868,0.973978,5.73899,29.82,35.9296,0,31.4601,1.13389,0,0,98.34,0.756008,0,0,0,0,3.82682,0,4.59,0.361798,0,0,0,4.95,1.11511,2.01711,1.5702,0.00200245,0.0846317,6.1159,0.862114,11.7671,5.94987,0,4.72593,0.170333,0,0,22.6132,1.15482,0.903562,1.68105,0.185373,0.702832,5.99039,0.862114,11.4801,5.94987,0,4.72593,0.170333,0,0,22.3263
